Student ID,student_name,gender,grade,school_name,reading_score,math_score
3921,Charles Sims,M,12th,Figueroa High School,72,57
3922,Jacqueline Byrd,F,9th,Figueroa High School,97,72
3923,Anna Taylor,F,12th,Figueroa High School,88,76
3924,Jeremy Watkins MD,M,12th,Figueroa High School,67,63
3925,Sergio Young,M,9th,Figueroa High School,68,95
3926,Amy Rowland,F,10th,Figueroa High School,92,95
3927,Stuart Peters,M,11th,Figueroa High School,97,87
3928,Kevin Waters,M,11th,Figueroa High School,72,96
3929,Jonathan Norris,M,12th,Figueroa High School,67,89
3930,Amy Hughes,F,10th,Figueroa High School,68,86
3931,David Martinez DDS,M,12th,Figueroa High School,95,72
3932,Kimberly Olsen DDS,F,9th,Figueroa High School,96,71
3933,Tasha Dixon,F,11th,Figueroa High School,63,77
3934,Kathy Marshall,F,9th,Figueroa High School,66,69
3935,Lisa Hernandez,F,9th,Figueroa High School,83,72
3936,Richard Floyd,M,9th,Figueroa High School,70,62
3937,Andrea Lynch,F,11th,Figueroa High School,81,93
3938,Carly Carpenter,F,9th,Figueroa High School,96,98
3939,Emily Cantrell,F,12th,Figueroa High School,77,77
3940,Nina Wilkinson,F,9th,Figueroa High School,90,92
3941,Kevin Walker,M,9th,Figueroa High School,98,81
3942,Andrew Lee,M,11th,Figueroa High School,74,65
3943,Heather Richard,F,9th,Figueroa High School,96,96
3944,Morgan Allen,F,9th,Figueroa High School,90,70
3945,Paul Martin,M,12th,Figueroa High School,87,88
3946,Thomas Proctor,M,9th,Figueroa High School,95,85
3947,Kimberly Blake,F,10th,Figueroa High School,86,63
3948,Janet Page,F,9th,Figueroa High School,85,73
3949,Kristina Hodges,F,10th,Figueroa High School,78,91
3950,Elizabeth Mata,F,9th,Figueroa High School,88,76
3951,Anthony Edwards,M,10th,Figueroa High School,66,60
3952,Donna Velasquez,F,12th,Figueroa High School,90,92
3953,Bruce Thompson,M,10th,Figueroa High School,73,85
3954,Anna Holt,F,12th,Figueroa High School,79,60
3955,Carmen Smith,F,11th,Figueroa High School,91,80
3956,Angela Bryan,F,9th,Figueroa High School,67,83
3957,Tiffany Jackson,F,11th,Figueroa High School,97,59
3958,Kristi Wilson,F,11th,Figueroa High School,70,87
3959,Brian Valdez,M,9th,Figueroa High School,65,71
3960,Timothy Schmitt,M,10th,Figueroa High School,95,98
3961,Michelle Mclean,F,11th,Figueroa High School,92,74
3962,Trevor Hall,M,12th,Figueroa High School,96,86
3963,David Boone,M,9th,Figueroa High School,72,97
3964,Kevin Goodman,M,12th,Figueroa High School,72,89
3965,Katherine Curry,F,9th,Figueroa High School,76,83
3966,Zachary Griffin,M,12th,Figueroa High School,63,71
3967,Nicholas Richards,M,11th,Figueroa High School,77,70
3968,Cristina Phillips,F,10th,Figueroa High School,90,98
3969,Janet Alvarez,F,10th,Figueroa High School,83,55
3970,Dr. Nicole Roy,F,11th,Figueroa High School,84,93
3971,Mr. Justin Maxwell,M,10th,Figueroa High School,76,87
3972,Ryan Pacheco,M,9th,Figueroa High School,89,99
3973,Megan Barrett,F,9th,Figueroa High School,77,64
3974,Kelly Glover,F,12th,Figueroa High School,74,78
3975,Rebecca Davis,F,10th,Figueroa High School,81,62
3976,Jason Lee,M,11th,Figueroa High School,68,87
3977,Elizabeth Watkins,F,12th,Figueroa High School,86,76
3978,Laura White,F,10th,Figueroa High School,90,98
3979,Andrew Mathis,M,11th,Figueroa High School,95,78
3980,Tiffany Simpson,F,10th,Figueroa High School,94,55
3981,Patrick Wilson,M,10th,Figueroa High School,71,92
3982,Lucas Ward,M,9th,Figueroa High School,87,57
3983,Ian Walters,M,10th,Figueroa High School,73,78
3984,Jesse Ross,M,9th,Figueroa High School,90,82
3985,Jamie Walsh,F,9th,Figueroa High School,71,89
3986,Marcus Wiggins,M,10th,Figueroa High School,77,83
3987,Benjamin Chen,M,10th,Figueroa High School,68,57
3988,Daniel Gallagher,M,12th,Figueroa High School,99,92
3989,Danielle Robinson DDS,F,11th,Figueroa High School,86,70
3990,Douglas Crane,M,12th,Figueroa High School,64,90
3991,Maria Torres,F,11th,Figueroa High School,68,93
3992,Christopher Higgins,M,9th,Figueroa High School,80,78
3993,Mrs. Susan Chase DDS,F,9th,Figueroa High School,89,73
3994,Jessica Love,F,9th,Figueroa High School,71,65
3995,Alexandra Hammond,F,9th,Figueroa High School,74,96
3996,Renee Burnett,F,9th,Figueroa High School,94,89
3997,Leah Oneal,F,9th,Figueroa High School,65,61
3998,Patrick Simpson,M,10th,Figueroa High School,72,83
3999,Mr. Alex Gonzales DDS,M,10th,Figueroa High School,81,58
4000,John Barnes,M,10th,Figueroa High School,83,76
4001,Dustin Padilla,M,11th,Figueroa High School,92,69
4002,Tiffany Benson,F,9th,Figueroa High School,79,92
4003,Hannah King,F,12th,Figueroa High School,71,98
4004,Teresa Hill,F,9th,Figueroa High School,98,56
4005,Ronald Jones,M,12th,Figueroa High School,70,56
4006,Tiffany Hester,F,11th,Figueroa High School,78,91
4007,Keith Snyder,M,9th,Figueroa High School,94,58
4008,Ashley Reese,F,11th,Figueroa High School,80,99
4009,Cynthia Smith,F,10th,Figueroa High School,92,97
4010,Carla Shaw,F,9th,Figueroa High School,73,73
4011,Leonard Webster II,M,12th,Figueroa High School,92,63
4012,David Morrison,M,10th,Figueroa High School,99,87
4013,Sandy Arnold,F,12th,Figueroa High School,75,71
4014,Taylor Carpenter,F,9th,Figueroa High School,90,66
4015,David Taylor PhD,M,10th,Figueroa High School,69,90
4016,John King,M,12th,Figueroa High School,87,80
4017,Theresa Copeland,F,11th,Figueroa High School,84,82
4018,Ashlee Willis,F,12th,Figueroa High School,95,88
4019,Sheila Huang,F,11th,Figueroa High School,84,80
4020,Martin Gordon,M,12th,Figueroa High School,72,64
4021,Jorge Miller,M,12th,Figueroa High School,69,91
4022,Brian Hansen,M,12th,Figueroa High School,72,87
4023,Mary Thomas,F,10th,Figueroa High School,63,74
4024,Lisa Houston,F,12th,Figueroa High School,88,71
4025,Mackenzie Brown,F,12th,Figueroa High School,86,80
4026,Daniel Mcdowell,M,10th,Figueroa High School,96,91
4027,Meredith Benson,F,12th,Figueroa High School,73,95
4028,Dustin Armstrong,M,10th,Figueroa High School,80,61
4029,Patrick Young,M,10th,Figueroa High School,64,65
4030,Christina Johnson,F,9th,Figueroa High School,98,56
4031,David White,M,12th,Figueroa High School,72,72
4032,Jacqueline Meyer,F,12th,Figueroa High School,99,78
4033,Benjamin White,M,11th,Figueroa High School,77,71
4034,Jesus Chan,M,11th,Figueroa High School,79,77
4035,Heather Peterson,F,9th,Figueroa High School,75,71
4036,Gerald Rogers,M,11th,Figueroa High School,90,94
4037,Nancy Collins,F,12th,Figueroa High School,76,71
4038,Derrick Clark,M,11th,Figueroa High School,85,61
4039,Megan Callahan,F,9th,Figueroa High School,68,63
4040,Erica Daniels,F,10th,Figueroa High School,90,64
4041,Kendra Riley,F,11th,Figueroa High School,80,80
4042,Justin White,M,12th,Figueroa High School,75,83
4043,Lauren Allen,F,11th,Figueroa High School,99,97
4044,Erin Rivera,F,9th,Figueroa High School,82,57
4045,Michael Reeves,M,9th,Figueroa High School,64,65
4046,Amy Thomas,F,10th,Figueroa High School,82,87
4047,Joshua Brown,M,10th,Figueroa High School,65,77
4048,Joy Martinez,F,11th,Figueroa High School,88,89
4049,Melissa Mueller,F,9th,Figueroa High School,89,69
4050,Michael Rodriguez,M,11th,Figueroa High School,91,65
4051,Carol West,F,11th,Figueroa High School,84,84
4052,Tina Marshall,F,9th,Figueroa High School,76,92
4053,Megan Leon,F,12th,Figueroa High School,86,65
4054,Diana Mitchell,F,11th,Figueroa High School,73,97
4055,Matthew Cline,M,9th,Figueroa High School,86,78
4056,George Moore,M,10th,Figueroa High School,69,69
4057,Erica Adams,F,11th,Figueroa High School,76,98
4058,Elizabeth Johnson,F,10th,Figueroa High School,77,97
4059,Brenda Rogers,F,9th,Figueroa High School,87,72
4060,Jeffrey Rose,M,10th,Figueroa High School,93,89
4061,Dawn Smith,F,12th,Figueroa High School,63,55
4062,Mr. Christopher Stuart,M,11th,Figueroa High School,80,63
4063,Abigail Nguyen,F,9th,Figueroa High School,65,72
4064,Christina Foley,F,11th,Figueroa High School,96,81
4065,Scott Griffith,M,11th,Figueroa High School,80,81
4066,Rebecca Allen,F,10th,Figueroa High School,93,77
4067,Derrick Carrillo,M,10th,Figueroa High School,88,72
4068,Natasha Lewis,F,12th,Figueroa High School,81,62
4069,Anne Weber,F,9th,Figueroa High School,72,67
4070,James Hartman,M,10th,Figueroa High School,69,60
4071,Carlos Santiago,M,12th,Figueroa High School,74,71
4072,Teresa Chapman,F,11th,Figueroa High School,84,82
4073,Dennis Perry,M,9th,Figueroa High School,80,99
4074,Keith Stokes,M,9th,Figueroa High School,63,63
4075,Theresa Hoffman,F,12th,Figueroa High School,69,78
4076,Mary Hernandez,F,11th,Figueroa High School,64,99
4077,Pamela Mason,F,11th,Figueroa High School,69,98
4078,Nicholas Underwood,M,9th,Figueroa High School,80,62
4079,Max Davis,M,10th,Figueroa High School,97,77
4080,Mr. Kevin Wilson,M,10th,Figueroa High School,88,66
4081,Johnny Hamilton,M,11th,Figueroa High School,68,61
4082,Jennifer Anderson,F,12th,Figueroa High School,63,89
4083,Michael Cox,M,11th,Figueroa High School,95,66
4084,Jaclyn Adams,F,10th,Figueroa High School,93,86
4085,Eddie Alexander,M,11th,Figueroa High School,78,56
4086,Heather Nelson,F,12th,Figueroa High School,64,67
4087,Susan Davis,F,12th,Figueroa High School,95,67
4088,Heather Robinson,F,11th,Figueroa High School,87,61
4089,Melanie French,F,12th,Figueroa High School,99,70
4090,Charles Whitaker,M,12th,Figueroa High School,90,69
4091,Nathan Fisher,M,10th,Figueroa High School,81,75
4092,Jeffery James,M,10th,Figueroa High School,92,83
4093,John Campbell,M,9th,Figueroa High School,70,80
4094,Mr. John Walters,M,9th,Figueroa High School,81,81
4095,James Martin,M,11th,Figueroa High School,99,73
4096,Thomas Khan,M,11th,Figueroa High School,84,67
4097,Xavier Glenn,M,10th,Figueroa High School,70,57
4098,Andrea Fisher,F,10th,Figueroa High School,78,85
4099,Jerry Mann,M,9th,Figueroa High School,98,96
4100,Samuel Nelson,M,10th,Figueroa High School,77,91
4101,Carl Jones,M,9th,Figueroa High School,75,68
4102,Christine Hinton,F,10th,Figueroa High School,89,56
4103,Teresa Keith,F,12th,Figueroa High School,78,59
4104,David Moody,M,9th,Figueroa High School,83,87
4105,Bryan Moore,M,11th,Figueroa High School,77,76
4106,Thomas Stone,M,12th,Figueroa High School,99,60
4107,Raven Rogers,F,11th,Figueroa High School,66,69
4108,Brandy Smith,F,11th,Figueroa High School,63,96
4109,Breanna Peterson MD,F,10th,Figueroa High School,74,68
4110,Joseph Spencer,M,12th,Figueroa High School,98,84
4111,Kristy Haney,F,9th,Figueroa High School,82,76
4112,Carol Long,F,9th,Figueroa High School,80,69
4113,Jacqueline Bell,F,11th,Figueroa High School,82,59
4114,William Ramirez,M,12th,Figueroa High School,63,73
4115,Katherine Smith,F,9th,Figueroa High School,74,73
4116,Joseph Brown,M,9th,Figueroa High School,84,73
4117,Kathryn Lopez,F,10th,Figueroa High School,77,56
4118,Michael Vaughn,M,9th,Figueroa High School,84,95
4119,Karen Conrad,F,10th,Figueroa High School,89,59
4120,John Carpenter,M,11th,Figueroa High School,95,67
4121,Jennifer Sanchez,F,11th,Figueroa High School,96,75
4122,Kimberly Walker,F,9th,Figueroa High School,69,55
4123,Julie Gibson,F,11th,Figueroa High School,65,96
4124,Theresa Murillo,F,12th,Figueroa High School,81,90
4125,Jessica Adams,F,9th,Figueroa High School,63,95
4126,Stephanie Fisher,F,11th,Figueroa High School,83,57
4127,Jesse Combs,M,11th,Figueroa High School,79,86
4128,Alexander Aguilar,M,12th,Figueroa High School,95,98
4129,Jessica Galvan,F,11th,Figueroa High School,82,74
4130,Terri Quinn PhD,F,11th,Figueroa High School,98,95
4131,Christian Reynolds DDS,M,12th,Figueroa High School,95,59
4132,Ronald Weiss,M,12th,Figueroa High School,90,84
4133,Jessica Phillips,F,10th,Figueroa High School,90,72
4134,Stephanie Holder,F,9th,Figueroa High School,67,84
4135,Kevin Marks,M,12th,Figueroa High School,80,66
4136,Robert Barrett,M,10th,Figueroa High School,94,73
4137,Brian Hernandez,M,12th,Figueroa High School,70,74
4138,Tony Ramirez,M,10th,Figueroa High School,96,59
4139,Mark Clark,M,10th,Figueroa High School,99,71
4140,Kenneth Davis,M,11th,Figueroa High School,80,66
4141,Kim Jones,F,9th,Figueroa High School,86,96
4142,David Knox,M,11th,Figueroa High School,80,75
4143,Joshua Lewis,M,10th,Figueroa High School,74,83
4144,Kevin Weber,M,10th,Figueroa High School,83,67
4145,Elizabeth Rush,F,11th,Figueroa High School,68,59
4146,Denise Brown,F,11th,Figueroa High School,96,64
4147,Scott Chavez,M,11th,Figueroa High School,90,66
4148,Terry Cruz,M,9th,Figueroa High School,64,68
4149,Richard Parsons,M,12th,Figueroa High School,63,58
4150,Charles Hernandez,M,10th,Figueroa High School,76,91
4151,Mr. Donald Gray,M,12th,Figueroa High School,72,58
4152,Paul Cruz,M,10th,Figueroa High School,96,79
4153,Teresa Johnson,F,12th,Figueroa High School,65,87
4154,Ashley Howard,F,10th,Figueroa High School,65,55
4155,Alexander Chambers,M,10th,Figueroa High School,89,57
4156,Heather Turner,F,10th,Figueroa High School,66,79
4157,Chase Morales,M,9th,Figueroa High School,94,61
4158,Karen Burton,F,10th,Figueroa High School,90,67
4159,Nicholas Velazquez,M,12th,Figueroa High School,67,63
4160,Shawn Kirby,M,9th,Figueroa High School,66,93
4161,Brandon Brewer,M,10th,Figueroa High School,79,64
4162,Marcus Gonzales,M,11th,Figueroa High School,95,64
4163,Chad Butler,M,11th,Figueroa High School,66,95
4164,Troy Butler,M,9th,Figueroa High School,66,78
4165,Chad Lopez,M,11th,Figueroa High School,67,58
4166,Timothy Lambert,M,9th,Figueroa High School,71,81
4167,Kathy Anderson,F,12th,Figueroa High School,96,95
4168,Pamela Peterson,F,9th,Figueroa High School,95,76
4169,Eric Scott,M,11th,Figueroa High School,66,60
4170,Anthony Mosley,M,12th,Figueroa High School,85,64
4171,Trevor Evans,M,11th,Figueroa High School,99,92
4172,William Stewart,M,11th,Figueroa High School,84,74
4173,Michael Chaney,M,9th,Figueroa High School,83,87
4174,Alexandra Cunningham,F,11th,Figueroa High School,93,93
4175,Carol Greene,F,12th,Figueroa High School,88,82
4176,Jacob Watson,M,10th,Figueroa High School,64,73
4177,Paul Gould,M,11th,Figueroa High School,74,55
4178,Misty Smith,F,12th,Figueroa High School,72,72
4179,Danielle Dunn,F,12th,Figueroa High School,63,88
4180,James Crawford,M,10th,Figueroa High School,93,95
4181,Marilyn Flowers,F,11th,Figueroa High School,77,90
4182,Rachel Carter,F,11th,Figueroa High School,65,81
4183,Lisa Mclean,F,11th,Figueroa High School,89,58
4184,Kevin Alexander,M,10th,Figueroa High School,77,81
4185,Rachel Joyce,F,10th,Figueroa High School,82,67
4186,Austin Mejia,M,10th,Figueroa High School,77,83
4187,Suzanne Woodard,F,12th,Figueroa High School,79,72
4188,Maria Watkins,F,11th,Figueroa High School,82,62
4189,Alicia Harris,F,12th,Figueroa High School,99,75
4190,Eric Gregory,M,9th,Figueroa High School,80,96
4191,Lauren Wise,F,10th,Figueroa High School,72,96
4192,Thomas Davis,M,12th,Figueroa High School,85,71
4193,Taylor Mejia,F,12th,Figueroa High School,83,63
4194,Patrick Dougherty,M,10th,Figueroa High School,69,79
4195,Brian Hernandez,M,9th,Figueroa High School,84,65
4196,Nicholas Rodriguez,M,9th,Figueroa High School,67,95
4197,Tina Garcia,F,12th,Figueroa High School,66,95
4198,Bobby Frazier,M,11th,Figueroa High School,97,90
4199,Susan Barnes,F,12th,Figueroa High School,74,91
4200,Tyler Nguyen,M,11th,Figueroa High School,87,81
4201,Julie Green,F,10th,Figueroa High School,99,97
4202,Andrea Shields,F,12th,Figueroa High School,83,67
4203,Amanda Taylor,F,10th,Figueroa High School,85,84
4204,Megan Williams,F,11th,Figueroa High School,72,79
4205,Mark Johnson,M,9th,Figueroa High School,84,95
4206,James Rios,M,10th,Figueroa High School,84,60
4207,Todd Thompson,M,9th,Figueroa High School,79,59
4208,Sheila Diaz,F,11th,Figueroa High School,68,61
4209,Tyler Ortiz,M,9th,Figueroa High School,71,55
4210,Alex Wong,M,10th,Figueroa High School,67,76
4211,Dr. Shawn Brown,M,10th,Figueroa High School,76,72
4212,Warren Blake,M,9th,Figueroa High School,98,99
4213,Brenda Perez,F,12th,Figueroa High School,64,85
4214,Mary Stevenson,F,12th,Figueroa High School,82,89
4215,Teresa Woods,F,12th,Figueroa High School,64,76
4216,April Riley,F,9th,Figueroa High School,92,99
4217,Kelsey Morales,F,9th,Figueroa High School,92,98
4218,Monique King,F,10th,Figueroa High School,85,83
4219,Catherine Jordan,F,11th,Figueroa High School,80,70
4220,Gabrielle Aguirre,F,11th,Figueroa High School,64,76
4221,Jeremy Fox,M,10th,Figueroa High School,84,74
4222,Bill Barnes,M,10th,Figueroa High School,98,62
4223,Amanda Richardson,F,10th,Figueroa High School,91,63
4224,Kimberly Powers,F,10th,Figueroa High School,76,92
4225,Mark Hall,M,11th,Figueroa High School,67,95
4226,Jeffrey Robinson,M,11th,Figueroa High School,95,74
4227,Thomas Rice,M,11th,Figueroa High School,82,63
4228,Jesse King,M,11th,Figueroa High School,81,74
4229,Angela Smith,F,12th,Figueroa High School,99,85
4230,Annette Jimenez,F,9th,Figueroa High School,76,73
4231,David Owens,M,12th,Figueroa High School,85,62
4232,Ashley Terry,F,12th,Figueroa High School,84,92
4233,Shannon Bates,F,12th,Figueroa High School,64,82
4234,Austin Neal,M,11th,Figueroa High School,89,55
4235,Scott Rodriguez,M,9th,Figueroa High School,95,58
4236,Alan Arnold,M,12th,Figueroa High School,73,81
4237,Stephen Garcia,M,11th,Figueroa High School,88,77
4238,Tabitha Garcia,F,9th,Figueroa High School,76,93
4239,Randy Lee,M,12th,Figueroa High School,74,61
4240,Samantha Salas MD,F,11th,Figueroa High School,72,62
4241,Danielle Jones,F,12th,Figueroa High School,91,65
4242,Larry Singleton,M,12th,Figueroa High School,94,91
4243,Elizabeth Thomas,F,9th,Figueroa High School,78,82
4244,Grant George,M,9th,Figueroa High School,63,88
4245,Tracy Allen,F,11th,Figueroa High School,79,87
4246,Aaron Gaines,M,11th,Figueroa High School,82,95
4247,Antonio Myers,M,11th,Figueroa High School,87,93
4248,Katie Pena,F,9th,Figueroa High School,72,84
4249,Anthony Campbell,M,12th,Figueroa High School,96,95
4250,Brad Martinez,M,10th,Figueroa High School,70,71
4251,Mitchell Johnson,M,11th,Figueroa High School,90,61
4252,David Taylor,M,11th,Figueroa High School,91,85
4253,Susan Rice,F,11th,Figueroa High School,87,82
4254,Curtis Johnson,M,9th,Figueroa High School,69,66
4255,Valerie Thomas DDS,F,9th,Figueroa High School,91,96
4256,Tammy Riggs,F,11th,Figueroa High School,75,83
4257,Colleen Nguyen,F,10th,Figueroa High School,81,84
4258,Melissa Larsen,F,10th,Figueroa High School,97,70
4259,Jessica Burnett,F,10th,Figueroa High School,77,98
4260,Cathy Macias,F,11th,Figueroa High School,79,60
4261,Timothy Erickson,M,9th,Figueroa High School,96,64
4262,Holly Levy,F,9th,Figueroa High School,80,61
4263,Ryan Bell,M,10th,Figueroa High School,96,58
4264,Ricardo Miller,M,11th,Figueroa High School,63,72
4265,Patricia Mullins,F,11th,Figueroa High School,80,93
4266,Sarah Harris,F,11th,Figueroa High School,73,87
4267,Beth Turner,F,9th,Figueroa High School,76,56
4268,Mrs. Gina Anderson,F,9th,Figueroa High School,92,70
4269,Michael Stein Jr.,M,12th,Figueroa High School,99,99
4270,Briana Mitchell,F,9th,Figueroa High School,86,55
4271,Eric Williams,M,9th,Figueroa High School,97,83
4272,Sierra Stephens,F,11th,Figueroa High School,86,89
4273,Eric Krause,M,11th,Figueroa High School,68,64
4274,Jennifer Shields,F,9th,Figueroa High School,64,59
4275,Wesley Bowen,M,9th,Figueroa High School,72,94
4276,Chad Ramirez,M,12th,Figueroa High School,65,91
4277,April Robinson,F,10th,Figueroa High School,66,85
4278,Justin Frank,M,9th,Figueroa High School,94,58
4279,Andrew Gonzalez,M,12th,Figueroa High School,88,88
4280,Felicia Butler,F,9th,Figueroa High School,67,80
4281,Micheal Stewart,M,12th,Figueroa High School,70,73
4282,Stacey Vargas,F,12th,Figueroa High School,91,67
4283,Barbara Hancock,F,9th,Figueroa High School,64,59
4284,Emily Carey,F,9th,Figueroa High School,94,62
4285,Wendy Allen,F,12th,Figueroa High School,91,89
4286,Cory Rojas,M,11th,Figueroa High School,74,95
4287,Jackie Berg,F,11th,Figueroa High School,68,80
4288,Alison Long,F,9th,Figueroa High School,75,86
4289,Megan Medina,F,9th,Figueroa High School,99,59
4290,David Shea,M,9th,Figueroa High School,69,69
4291,Christopher Oconnor,M,10th,Figueroa High School,87,87
4292,Donna Mcmahon,F,9th,Figueroa High School,88,67
4293,Joseph Bryant,M,12th,Figueroa High School,82,66
4294,Nicholas Hogan,M,11th,Figueroa High School,63,73
4295,Michael Heath,M,10th,Figueroa High School,65,73
4296,William Gonzalez,M,10th,Figueroa High School,64,55
4297,Lisa Le,F,9th,Figueroa High School,88,72
4298,Samuel Williams,M,10th,Figueroa High School,77,72
4299,Ashley Becker,F,10th,Figueroa High School,65,94
4300,Amanda Hall,F,11th,Figueroa High School,88,98
4301,Lindsey Gomez,F,9th,Figueroa High School,65,84
4302,Vincent Hicks,M,10th,Figueroa High School,87,74
4303,Stephen Foley,M,12th,Figueroa High School,80,71
4304,Scott Thompson,M,9th,Figueroa High School,82,88
4305,Michael Turner,M,12th,Figueroa High School,85,79
4306,Michael Rodriguez,M,10th,Figueroa High School,78,81
4307,Sheila Vasquez,F,11th,Figueroa High School,80,62
4308,Joel Hughes,M,10th,Figueroa High School,81,98
4309,Matthew Marquez,M,12th,Figueroa High School,99,90
4310,Carol Carlson,F,11th,Figueroa High School,96,72
4311,Mitchell Richardson,M,9th,Figueroa High School,95,62
4312,Shelly Robinson,F,9th,Figueroa High School,75,64
4313,Henry Thomas,M,11th,Figueroa High School,74,93
4314,Rachel Hobbs,F,11th,Figueroa High School,78,88
4315,Charlene Collins,F,12th,Figueroa High School,93,56
4316,Hannah Perez,F,10th,Figueroa High School,69,64
4317,Lori Stone,F,11th,Figueroa High School,88,57
4318,Arthur Mora,M,9th,Figueroa High School,71,69
4319,David Fleming,M,10th,Figueroa High School,66,56
4320,Gene Carrillo,M,9th,Figueroa High School,94,81
4321,William Bell,M,10th,Figueroa High School,74,63
4322,Steven Pittman,M,9th,Figueroa High School,71,96
4323,Cheryl Dennis,F,10th,Figueroa High School,87,83
4324,Susan Mitchell,F,10th,Figueroa High School,98,94
4325,Joshua Serrano,M,10th,Figueroa High School,65,70
4326,Phillip Knapp,M,9th,Figueroa High School,74,68
4327,Angela Mendoza,F,9th,Figueroa High School,72,98
4328,Stephanie Johnston,F,9th,Figueroa High School,77,87
4329,Tamara Campbell,F,12th,Figueroa High School,93,74
4330,Justin Nielsen,M,9th,Figueroa High School,82,64
4331,Michelle Klein,F,10th,Figueroa High School,77,95
4332,Patricia Elliott,F,10th,Figueroa High School,92,82
4333,Jason Clark,M,12th,Figueroa High School,69,60
4334,Alejandro Franklin,M,11th,Figueroa High School,87,92
4335,Mary Phillips,F,9th,Figueroa High School,72,72
4336,Shelley Rodriguez,F,9th,Figueroa High School,95,56
4337,Luis Marks,M,9th,Figueroa High School,67,80
4338,Darren Johnson,M,12th,Figueroa High School,87,74
4339,Amanda Mills,F,10th,Figueroa High School,64,96
4340,Jerry Henderson,M,12th,Figueroa High School,77,95
4341,Julie Guzman,F,9th,Figueroa High School,95,85
4342,Jerry Rivera,M,9th,Figueroa High School,92,97
4343,Audrey Fowler,F,9th,Figueroa High School,79,62
4344,Randy Martinez,M,12th,Figueroa High School,78,67
4345,Michael Evans,M,12th,Figueroa High School,72,60
4346,Adrian Robinson,M,10th,Figueroa High School,82,76
4347,Andrew Bennett,M,9th,Figueroa High School,78,97
4348,Douglas Meyer,M,10th,Figueroa High School,75,68
4349,Erika Williamson,F,9th,Figueroa High School,76,71
4350,Mr. Robert Day,M,12th,Figueroa High School,93,99
4351,Jose Boone,M,9th,Figueroa High School,82,74
4352,Richard Walters,M,11th,Figueroa High School,91,77
4353,Randy Espinoza,M,12th,Figueroa High School,82,77
4354,Justin Perez,M,10th,Figueroa High School,82,66
4355,Lorraine Stephens,F,9th,Figueroa High School,87,96
4356,Curtis Barnes,M,10th,Figueroa High School,77,86
4357,Justin Hernandez DDS,M,10th,Figueroa High School,83,67
4358,Nicholas James,M,9th,Figueroa High School,73,77
4359,Michael Stewart,M,9th,Figueroa High School,98,74
4360,Brenda Carpenter,F,9th,Figueroa High School,85,77
4361,Kathy Morris,F,12th,Figueroa High School,65,58
4362,Joyce Johnson,F,11th,Figueroa High School,83,90
4363,Douglas Smith,M,9th,Figueroa High School,73,99
4364,Maurice Jones,M,11th,Figueroa High School,63,56
4365,Karen Castro,F,12th,Figueroa High School,98,73
4366,Cory Hudson,M,9th,Figueroa High School,84,59
4367,Rhonda Herman,F,11th,Figueroa High School,95,99
4368,Katelyn Butler,F,11th,Figueroa High School,84,99
4369,Diana Mann,F,11th,Figueroa High School,90,81
4370,Aaron Wilson,M,9th,Figueroa High School,82,58
4371,Mrs. Mikayla White,F,10th,Figueroa High School,90,72
4372,Brittany Glover,F,9th,Figueroa High School,80,64
4373,Tracey Lambert,F,9th,Figueroa High School,93,58
4374,Christopher Baldwin,M,10th,Figueroa High School,93,67
4375,Christina Fernandez,F,10th,Figueroa High School,87,61
4376,Dr. Edward Palmer,M,10th,Figueroa High School,98,64
4377,Randall Olson,M,12th,Figueroa High School,92,56
4378,John Clark,M,9th,Figueroa High School,93,93
4379,Jessica Stein,F,10th,Figueroa High School,71,79
4380,Angela Fields,F,11th,Figueroa High School,75,83
4381,Cameron West,M,9th,Figueroa High School,80,57
4382,Elizabeth Coleman MD,F,10th,Figueroa High School,94,80
4383,Deborah Pratt,F,9th,Figueroa High School,86,79
4384,Jacqueline Kim,F,12th,Figueroa High School,89,75
4385,Carl Herrera,M,9th,Figueroa High School,97,83
4386,Brian Price,M,12th,Figueroa High School,89,91
4387,Peggy Fernandez,F,11th,Figueroa High School,82,62
4388,Joshua Myers,M,9th,Figueroa High School,69,57
4389,Julian Miller,M,10th,Figueroa High School,90,56
4390,Megan Baldwin,F,11th,Figueroa High School,91,76
4391,Tyler Wilson,M,12th,Figueroa High School,78,74
4392,Alexander Juarez,M,12th,Figueroa High School,80,62
4393,Jonathan Perez,M,11th,Figueroa High School,72,92
4394,Stacy Short,F,11th,Figueroa High School,64,82
4395,Leslie Taylor,M,10th,Figueroa High School,99,75
4396,Rose Walters,F,10th,Figueroa High School,87,89
4397,Andrea West,F,12th,Figueroa High School,68,80
4398,Thomas Miller,M,9th,Figueroa High School,96,96
4399,Alexandra Hood PhD,F,12th,Figueroa High School,93,71
4400,Heather Powers,F,11th,Figueroa High School,79,62
4401,Michael Wright,M,9th,Figueroa High School,89,93
4402,Joseph Baker,M,10th,Figueroa High School,63,88
4403,Eric Richmond,M,9th,Figueroa High School,85,73
4404,Richard Browning,M,10th,Figueroa High School,87,63
4405,John Howard,M,10th,Figueroa High School,94,71
4406,Brandon Jacobson,M,10th,Figueroa High School,91,71
4407,Bryan Martin,M,11th,Figueroa High School,68,82
4408,Jill Trujillo,F,12th,Figueroa High School,96,74
4409,Sean Suarez,M,9th,Figueroa High School,65,73
4410,Jennifer Smith,F,11th,Figueroa High School,82,74
4411,Adam Decker,M,12th,Figueroa High School,93,89
